Language,Image,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,2016q4,2017q1,2017q2,2017q3,2017q4,2018q1,2018q2,2018q3,2018q4,2019q1,2019q2,2019q3,2019q4,2020q1,2020q2,2020q3,2020q4,2021q1,2021q2,2021q3,2021q4
APL,,0,0,0,0,0,0,0,0,2.7264019890713963e-05,1.4111090167078793e-05,0,0,0,9.668709929294728e-06,0,0,0,0,0,0,1.315292972363517e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,,0,0,0,0,0,0,1.0801081362455371e-05,8.884760475568128e-06,1.1759241805898992e-05,1.0017131908728771e-05,1.3065824228776659e-05,0.00011371065119485145,9.233182455002173e-06,0,1.0278448393304305e-05,9.407393444719194e-06,1.2891613239059638e-05,1.0975292352172394e-05,1.7508204466560723e-05,0,2.9006129787884182e-05,1.472082863108837e-05,1.0975292352172394e-05,4.938881558477577e-05,2.1166635250618188e-05,1.236898026990857e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Rust,,2.299585064264692e-05,2.142795173519372e-05,4.137511005779276e-05,0.00014965586096647672,0.00025386759141725703,0.0006675741422609339,0.0009879122267372176,0.0015850151279814925,0.004090804861220248,0.006743693922737987,0.010606060978993272,0.014970102809749987,0.016858185576345962,0.015603115258007175,0.0174011918443014,0.025230786619326085,0.02521226955684853,0.023856300956668807,0.025933645408986475,0.028857072337061168,0.032668238360646425,0.025142102686327678,0.023684769830062985,0.023908804040362896,0.015104010432608554,0.015353349644509679,0.013481080870667714,0.01419918903711461,0.011073833900676221,0.018230936815518,0.01858911147313239,0.018075995944266916,0.020038113452394073,0.016059467444229973,0.015476873346576988,0.014436426453587697,0.012377762449234966,0.01126116947542884,0.010079715718746307
Visual Basic .NET,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003646150052446849,0.0005029261913103731,0.0005807281894336407,0.0005726464369122231,0.0005207185063242047,0.0006766698409499335,0.0005657285763087203,0.0004792296397153722,0.0003743957074530875
Isabelle,,0,0,0,0,0,0,0,0,0,0,0,1.4895039620805391e-05,3.9371683676047e-05,3.8239312242886357e-05,2.6654281426704385e-05,3.884905070689593e-05,4.2246165006377866e-05,4.0765371593783176e-05,0.0003708080916126816,2.952876275703525e-05,1.9947158322599033e-05,0,0,0,0,0,0,9.93002641387026e-06,0,0,0,0,0,8.797654980709616e-06,0,0,0,0,9.581604434436217e-06
ApacheConf,,6.297304753565474e-05,6.712511660393967e-05,7.981199431258806e-05,9.52216533034283e-05,8.855802222670836e-05,0.0001080100124093093,0.0002558921948425018,0.0002963834732838634,0.00030651180132156686,0.00044887865371302674,0.0006467178002244502,0.0017422181108766232,0.00150688005216399,0.0032040963533876954,0.002496602859106771,0.001567512827416075,0.0011315327422534798,0.0008777249855386397,0.0008493699384819937,0.0009092297235963774,0.0006983892617677366,0.0005142276657236727,0.0002244775142991858,3.6215269095596315e-05,2.6757778440058424e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smarty,,0,0,0,0,1.0365553888162817e-05,8.710549485851107e-06,7.505948735500499e-05,2.552190999354374e-05,5.319918929714765e-05,3.553904190227251e-05,4.8866182615624705e-05,0.00025370920125472807,0.00013967585878187547,0.00027125959798545953,0.00033476985241767297,0.0004953655051997271,0.0002641830024044894,0.00037471868438805893,0.0006972875991985868,0.0016229008226623831,0.0015340478276718778,0.0017803491637864146,0.001816394303221121,0.002553705011909149,0.0029588836253971727,0.0006791754878303663,0.00039788572128972104,0.0004933917932503141,0.0004776893646015074,0.0006622045354684829,0.0007223882260306426,0.0006611534421343203,0.0006861343979409443,0.00042315213463502886,0.0007207337762392968,0.0005964280627245716,0.0005859696286375593,0.0006039275193199861,0.0005231711010794946
Coq,,0,0,0,9.84292091901175e-06,9.668709929294728e-06,0,3.23161385925076e-05,3.632299135599911e-05,4.8866182615624705e-05,7.769810141379186e-05,7.290729919657375e-05,0.0002550943540696607,0.00012263676604184278,0.00020400179759915912,0.0002327721269637809,0.00012725513000528987,0.0001821638890427921,0.0004841947943858837,0.0004895627870471922,0.00029643891052820974,0.0005613302391059463,0.00015284811829545972,0.00042286290461902306,0.00027467233545219093,0.0002716558506985519,0.0001878898943447069,0.00012945209716670172,0.00030227804637845783,5.881260054799049e-05,0.00047382876600789403,0.0003390815031971567,0.000688335284083503,0.0008063704742938525,0.000575103548233387,0.0008029353573637903,0.0009026983045177278,0.0006387425414382811,0.0005356802190139784,0.0001123510170495577
Python,,0.04252897024584941,0.04844482077626142,0.05513831528176549,0.0756631986863699,0.08946460974347366,0.10418550171003954,0.12179021836605206,0.15785193384911453,0.17285070400579902,0.1895525905523769,0.2011692559049277,0.26382184799978614,0.30172602296000983,0.33133404883582585,0.35385051279853325,0.4030243829908282,0.40683857127784323,0.400077070615439,0.40341017006097707,0.42435926332564144,0.4863724456244798,0.3721437707893489,0.3505032285956964,0.379665318101887,0.30165420339297794,0.3018917878438735,0.28582852886306176,0.31458426507307485,0.2216702793089018,0.2941580458639801,0.2973497904064694,0.2809824033807437,0.30420705723749975,0.2658453913319784,0.2816934542315438,0.2663366646387748,0.24754415783934242,0.2263204271523797,0.19353075316653337
Dart,,4.74275942548202e-05,3.9459032051080915e-05,8.71881322261454e-05,0.0003457367063834413,0.0006105088493747158,0.0009239335179020652,0.0014229479883249656,0.0023431408199207572,0.002261091465411417,0.0029009210835817477,0.002274518806865848,0.0030127475773602313,0.006397074908076652,0.0029571551132454702,0.0030543436361367836,0.00275645193052854,0.0022958054729174844,0.002157668056877977,0.0031044848571713636,0.003167743981364958,0.003050496355517008,0.002477094052853613,0.002764350342252989,0.0038518595205228015,0.00415109396214081,0.0037294182510367647,0.00270639119398504,0.005050259641159048,0.004554250959844082,0.018034058833372765,0.020533713932808145,0.018836425466024716,0.020209547918235794,0.022608316126152328,0.021012168794000193,0.02161909788169432,0.020040424048469598,0.01776400179231368,0.010619723431737671
Stan,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3327140713352193e-05,1.5853200064249014e-05,2.142795173519372e-05,3.7660462639834105e-05,1.1846347300757504e-05,2.2560323168354366e-05,2.9180340777601204e-05,0,0,0
LookML,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.480793412594688e-05,0,0,0,0,0.00012092213216509093,0,1.7943731940853278e-05,0,0,1.7595309961419233e-05,0
Eiffel,,0,0,0,0,0,0.00034957642785728616,9.742668238485369e-05,0,0,0,9.668709929294728e-06,1.2020558290474526e-05,0,0.00041512725785246854,0.00014956330004246317,0.00010092626662560623,0.00011964579212669067,1.4546617641371347e-05,9.979389519244559e-05,2.2560323168354366e-05,1.96858418380235e-05,1.2107663785333038e-05,8.632901686601887e-05,8.218850443620054e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLSQL,,0,0,0,0,0,1.6811360507692636e-05,1.559188357967348e-05,0.00020299283243378153,0.0003936126066509068,0.0006658089937948057,0.0007306675827009103,0.0007590749380693789,0.0006070875373784611,0.0003801616491445377,0.00041272834686651057,0.0006048680788095025,0.0007397252077755619,0.0012220056256805425,0.001626132072636312,0.0012740629767515241,0.0008019723632802065,0.0005563500825049528,0.0005987661218026764,0.0007226620534708629,0.0006216078098511147,0.0006732099503694103,0.0005786411221280329,0.0006743960482666808,0.0004140601456769847,0.00036383856037158936,0.0003072588421233531,0.00033985503815783206,0.0003549387221880221,0.0003151860773714121,6.033547757228767e-05,5.25411263582654e-05,5.043762699496996e-05,5.439615528358879e-05,3.249034958222463e-05
C++,,0.01790401222258576,0.019189138329511874,0.0222516062901401,0.030008935468661232,0.03158216066292646,0.03665952943566022,0.051489356390779076,0.06446293186226232,0.07164022730147811,0.07853117459189807,0.10414126585354927,0.11027589767713414,0.12112282704534688,0.13717580735789886,0.15902327383760473,0.17362343917497003,0.17290555916495656,0.17752710101926647,0.19490407490216136,0.18696605913573158,0.2061739297379207,0.17296959385609928,0.17315346171077833,0.18005762741285133,0.1464285564202992,0.14447773793612928,0.12612674291347953,0.1420687059611534,0.09977386287248834,0.13710141316799412,0.13454253469020871,0.13787616593431654,0.15607100360122095,0.1322438353128304,0.13258948577000582,0.1309409205745173,0.12296643092150203,0.11151800392467168,0.0847327312270908
Makefile,,0.00020168180093926627,0.0002531251457710072,0.0003294124464574434,0.00034013368369529423,0.0004509096190819577,0.0006557734283477936,0.0007501201389211241,0.0014431682888749772,0.0017360841726200113,0.002781315460275139,0.003461790866147626,0.004758143907728086,0.004158675276645676,0.004519352854581896,0.006111190448118822,0.006849754274362496,0.006173929092739328,0.005516624780633209,0.005362108479301428,0.005106648403997171,0.005026639531053929,0.004554937259420658,0.003926159860119216,0.006193326462119333,0.0044069967517009045,0.004622302714844827,0.0031033912070642577,0.003422123999399968,0.0025608762747646274,0.0037418322533331154,0.003322399260451127,0.003380577728657294,0.0035725065029562734,0.0034227126474765546,0.003299846017382029,0.003051992194615675,0.0023629262040540814,0.0021277990765105736,0.0020029586182636235
q,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0801081362455371e-05,1.3327140713352193e-05,0,9.146076960143662e-06,0,0,2.0121369312316056e-05,0.00010584472566107307,0.00011771723739956025,3.614878036628209e-05,9.617001288370026e-05,2.1515057230052233e-05,9.233182455002173e-06,0,0
JSON,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015677504757148535
NASL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021675862015971796,0.0002553139629393003,0.00023780360144016547,0
Xojo,,0,0,0,0,0,0,0,0,0,0,0,2.2473217673495853e-05,2.8396391323874604e-05,3.327429903595123e-05,4.6601439749303415e-05,1.707267699226817e-05,4.1462215552651266e-05,3.4319564974253356e-05,1.4372406651654325e-05,1.2107663785333038e-05,2.4999277024392675e-05,0,0,1.2194769280191549e-05,0,0,2.4476644055241607e-05,1.8553470404862856e-05,0,2.3431378116939475e-05,1.646293852825859e-05,1.898899787915541e-05,1.8379259415145833e-05,1.5330567095097946e-05,1.8379259415145833e-05,2.1950584704344788e-05,0,1.724688798198519e-05,9.05897146528515e-06
Diff,,0,0,0,0,0,0,0,0,0,0,0,2.1515057230052233e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RobotFramework,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027687199452719843,0.00030708729230418893,0.00018800468447003956,0.00028684426902170223,0.00023731194111986087,0.00011432012310007831,0.00013901130132434016,0.00016870781593484032,0.00032577285956772136,0.00024978323967965265,0.0004721417335193723,9.645585062859657e-05,0.0002732894555805697,0.00013615060248046862,0.00021480367694803228,1.4111090167078793e-05,0.00014327583419549125,1.73339934768437e-05,1.4198195661937302e-05,1.236898026990857e-05,1.149792532132346e-05,1.4023984672220281e-05,1.8292153920287323e-05,0
Go,,0.001487390312548838,0.0030356574133537026,0.003921553760558133,0.005640306154705725,0.00845914213207292,0.013353453519096909,0.01802259205787238,0.02419946555898476,0.033897054268280144,0.04418960274912763,0.05084009137414862,0.07200138385972644,0.08890427830185693,0.10467699850374976,0.11275294779352171,0.14280056245618805,0.1444828940094574,0.1467598540163394,0.15222978726374353,0.18518955394745357,0.19628226826908757,0.16509859489480458,0.1584414809810797,0.18068997496968128,0.14966971990936165,0.14946597628930752,0.13923866965963672,0.1555928362627757,0.10918336266750509,0.16714767463504135,0.1606218609097357,0.15970141233500582,0.17236917388120787,0.15694481791348971,0.14371063147324198,0.13702633037334153,0.12764917075781784,0.12662177808752248,0.09927328161647736
Processing,,0,0,0,1.0888186857313883e-05,2.2560323168354366e-05,7.042179360160881e-05,8.118232120813231e-05,0.0002434914018792126,0.00019552320559269683,0.00015960038472280876,0.00020720029579131228,0.0004777453767522351,0.0007001561346841962,0.00028590073438331367,0.0006011414316769192,0.0006908734597543806,0.0005886245454012572,0.00034159850320335873,0.000537062788623728,0.0004316472366844344,0.00040515018233174184,0.00011126992400311403,0.00010774857448464606,0.00015640390214677704,9.705723099871492e-05,9.079848141550561e-05,0.00017245367218491573,7.661961554351738e-05,4.244337269802371e-05,4.3135384209404525e-05,4.54420892473406e-05,6.053715339115767e-05,4.4750077735959776e-05,4.54420892473406e-05,4.682611227010224e-05,4.5903430254927813e-05,5.274763462462267e-05,3.921398564491321e-05,3.344722305007303e-05
Gettext Catalog,,0,0,0,0,0,0,0,0,8.405519766564527e-05,1.0975292352172394e-05,0,3.301298255137569e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.806063312594517e-05,3.25245410348986e-05,0,0,0,3.344722305007303e-05,0,0,0,0
AGS Script,,5.052791364145741e-05,1.8292153920287323e-05,0,8.653691301068587e-05,0,0,1.5330567095097946e-05,1.628872753854157e-05,8.884760475568128e-06,1.0104237403587283e-05,2.9790079241610782e-05,2.3605589106656498e-05,2.456374955010012e-05,0.00012749128951203474,0.00021095998378929627,0.0002064966205965544,0.00016820364779809751,0.00014653692235748423,9.562914322622796e-05,2.1079529755759675e-05,2.1776373714627765e-05,2.064400228146712e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PicoLisp,,0,0,0,0,0,0,0,0,0,0,0,1.6724255012834123e-05,1.1672136311040483e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F#,,1.7682415456277746e-05,7.12348591803467e-05,0.00021464994456609773,0.0002801981336144272,0.00040510368374359926,0.000470175222702271,0.0010802910441242864,0.0013812551756300243,0.0016749962713796783,0.0018522717780704288,0.0024893974645721706,0.0027494535205707985,0.002718066416084807,0.0030343811100020305,0.003735215807016981,0.00362426147249118,0.003652216887283991,0.002894725376092637,0.0029049315632135465,0.002676929752794515,0.0030155831792456306,0.0026929281391119475,0.00204798947014313,0.002365960784000877,0.0013414736246131435,0.0013415967796699124,0.0011311387566704345,0.0013671048361382856,0.0009048462321314649,0.0010446883127482906,0.0011967875420699063,0.0009706439408126244,0.0010725634317700116,0.0006642837492972744,0.0011164765329579733,0.0008882285028729219,0.000681740094930235,0.0008671058805426706,0.000647023128578927
Brainfuck,,0,0,0,0,0,0,0,0,0,0,0,1.236898026990857e-05,1.2891613239059638e-05,1.2717402249342615e-05,0,0,9.146076960143662e-06,9.05897146528515e-06,9.84292091901175e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1636426542368286e-05,4.6427228759586396e-05,3.2751666066800156e-05,3.38840374999608e-05,3.057402869533738e-05,0,0,0,0,0,0,0,0,0,0,0
AutoIt,,0,0,0,1.4198195661937302e-05,0,0,0,1.4111090167078793e-05,1.4459512146512836e-05,1.2717402249342615e-05,1.7421098971702214e-05,1.977294733288201e-05,0.00040915072575688465,3.379693200510229e-05,2.7438230880430985e-05,0.00021322989881627442,6.376122223643009e-05,0.00010646897113057058,7.084765618092682e-05,0.0003325756281432017,0.00017712506676555176,2.0382685796891588e-05,6.208229847685745e-05,5.268622122297111e-05,3.6052252856624446e-05,4.480959696157761e-05,3.808632521915213e-05,3.506191657662828e-05,2.3067050379360712e-05,5.640276281696349e-05,4.659544176630864e-05,5.6283602925640135e-05,4.4980748239753386e-05,5.259287486494242e-05,5.7436955444608166e-05,8.903881446433235e-05,5.51302504066721e-05,5.1900863353561596e-05,5.097818133838717e-05
Rouge,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1933452795616015e-05,1.1672136311040483e-05,1.8292153920287323e-05,1.3240035218493681e-05,0,0,0,0,0,0,0,0,0,0,0
SQF,,0,0,0,0.0003037786535943724,0,1.81179429305703e-05,1.9337419858589456e-05,1.6114516548824546e-05,9.818370669609936e-05,0.00017733248899033313,0.0003343359290429918,0.0006311101406785571,0.0008172005446225702,0.0006618895093180079,0.00042757238333321123,0.0006633292759667429,0.0011703892727914448,0.0009986977819967185,0.0009951020222774734,0.0006161822837672217,0.0008843557877478679,0.00036626657894809895,0.0004946594930125338,0.00027814679810106213,0.0002813934351764794,3.31000880462342e-05,0.00010049121105142294,9.856626237093099e-05,0.00010316269200878048,8.454443074412808e-05,1.2630296754484104e-05,1.2891613239059638e-05,9.84292091901175e-06,0,0,0,0,1.0191342898445794e-05,0
Modelica,,0,1.0104237403587283e-05,0,0,0,0,0,0,0,0,0,0,0,0,8.614572954224954e-05,7.869420384703431e-05,8.102781551989286e-05,1.0452659383021328e-05,9.668709929294728e-06,1.4111090167078793e-05,1.4546617641371347e-05,0,0,1.1672136311040483e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F*,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018691886333129513,4.503354084185022e-05,5.0346976028219396e-05,6.246785018041901e-05,6.0451213431806673e-05,4.7124072718454486e-05,0.00016691627220688033,0.00013864183528259684,4.4859329852133195e-05,3.161929463363952e-05,3.492930343826294e-05,4.8256444151615125e-05,2.212479569406181e-05,1.5156356105380925e-05
wisp,,0,0,0,0,4.521141874354699e-05,0,0,2.4451073402122352e-05,0,0,2.4220402898328746e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jupyter Notebook,,1.9076103374013923e-05,0.00038893542904253764,0.00012618686013457443,0.0005998864904518848,0.0009407619582868146,0.000677817826070914,0.000746351066944546,0.0013729369261813174,0.0016022101817249055,0.002243280508452261,0.0024154476922123463,0.003421292694379987,0.0036716307735708137,0.006629521541834207,0.007854293178121275,0.010972534377447215,0.014491156640947647,0.01354523820995994,0.017016740493391035,0.01846199959695265,0.02327976533714857,0.014483308628775136,0.012314106250265317,0.01640529269282685,0.012716865849477187,0.014892170407629876,0.014557591270949008,0.014119614601319053,0.010554487696854985,0.019905299998173795,0.016216293713390968,0.015542220083665506,0.0178290623678469,0.015280615114944315,0.015069260959585513,0.015075930758007026,0.012879834753477055,0.011902539708906479,0.009105641274659626
Inno Setup,,0,0,0,0,0,0,0,0,0,0.00015527334122509672,3.3216552546279424e-05,0.000157154231404859,0.0001767851640098177,0.00010321729429271247,8.765819564788695e-05,0,6.894160304926663e-05,0,0,0,1.0888186857313883e-05,2.9987165493168925e-05,2.7219119447645637e-05,0.00013483768935755624,2.398973239453514e-05,2.7680460455232854e-05,0,2.860314247040728e-05,2.5143084913503173e-05,0,0,0,0,0,0,0,0,0,0
Vim script,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008704801446360478,0.00865632203750229,0.007427986504026903,0.006886976327660509,0.006912616162871095,0.005988279118458992,0.0056239490837308465,0.004928874592617381,0.00563465818050989,0.004087778094968769,0.004561629307124063,0.004770873762306552,0.004933102938992247,0.006194419366614818,0.004749294936290527,0.004692066863540921,0.0047264119629882514,0.0039796173949991,0.003828117433357589,0.002491214993858397
Dockerfile,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034312987795074284,0.0032968748590401615,0.0036013660331180586,0.002160949281061832,0.0028583498321218363,0.002845829611966935,0.005293342075321164,0.0045919445143358375,0.0040714843774452385,0.0039034753874522972,0.0035449992911948287,0.0030000934155403145,0.0032889585677342726,0.002715673653426772
ColdFusion,,0.00014580981730863977,3.3535615520526756e-05,2.4825066034675653e-05,2.212479569406181e-05,4.128800456293424e-05,5.6357255173456654e-05,0.00022831537146065207,0.00018306342992736706,6.837781346393118e-05,8.266311462072699e-05,4.8866182615624705e-05,0.00029561307964009803,0.00014432111485213563,0.0004570706759555359,0.0005383275211121323,0.0005358868657624802,0.0004959619588935304,0.00019960312919008164,0.0005444128138829558,0.00035390239138747664,0.0006344553757576916,0.00042436023805970794,0.0005293949069495195,0.0004727509052153881,0.000355853519670837,0.0003124109227459827,0.0003380294333355086,0.0003607465374522227,0.0002503094748183901,0.0004482964539172043,0.0002642463316397879,0.0002656067531696454,0.00040101458516853585,0.0004365171844712398,0.000278899044978265,0.0004364744229822375,0.00028965894736857203,0.0003863697732363464,0.0002846400838766751
TSQL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028473625105175805,0.003376121504931843,0.0030716076895473165,0.0032369898935372616,0.004598959126258615,0.002581885001369954,0.002401626568272359,0.001917395823926549,0.0016695589673320565,0.0002666157463679617
Racket,,1.7769520951136256e-05,2.3170061632363943e-05,9.664115041427314e-05,1.6811360507692636e-05,2.3605589106656498e-05,6.3064378277562e-05,0.00016255150236283117,0.0001055495917071128,0.0001265146725789487,0.00010962917406308871,0.00012715034601634063,0.00040205785383406225,0.0004380443151504668,0.0008348821183838442,0.0005661113789169192,0.0004920467382299052,0.0004635723474804624,0.00046611327327452415,0.00034731689682237897,0.00042465493350017636,0.0005666513614422989,0.0006241600612954669,0.0003264128453020394,0.00012007559258293986,0.0003748316644365897,0.00030980966939270617,0.00010619352162379635,8.47349239078207e-05,5.821429971490148e-05,0.0001031401182963489,0.00010471437950705999,6.627008885358698e-05,9.072269211147995e-05,6.74217900766967e-05,7.706633776855508e-05,4.959415831562553e-05,5.757874771759724e-05,6.19711521846503e-05,2.8141801462820068e-05
CodeQL,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.571222728810631e-05,0,0,0.0007853058863602075
Open Policy Agent,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.214387516606261e-05,0,0,0,0,0,0,0
Yacc,,0,0,0,0,0.0001547390587154539,0,0,0,0,0,0,1.1236608836747926e-05,4.189774302694382e-05,1.0539764877879838e-05,1.9076103374013923e-05,8.254508230913004e-05,2.4999277024392675e-05,1.7769520951136256e-05,1.6985571497409656e-05,3.771667927373529e-05,3.2664560571941647e-05,8.797654980709616e-06,1.1933452795616015e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YASnippet,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2978718733918147e-05,8.797654980709616e-06,0,9.407393444719194e-06,0,0
GCC Machine Description,,0,0,0,0,0,9.990739326912079e-05,0.0007811079336308489,0.0004424502436392975,0.00063129143458261,0.0007426902940368021,0.0006852955875771299,0.0009072934253462891,0.0011013909013442894,0.0013163917082855228,0.0020510283127137476,0.0016240494704061153,0.0015119472838051944,0.0016169470620960942,0.002186444529800109,0.0003455812026100572,5.420756839149767e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jsonnet,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002025275707424239,0.0020587022098248727,0.0022990089719640014,0.0019484462633548255,0.0017016505470579806,0.002102586821670773,0.0016523313926273234,0.0014341000137427732,0.001425737658564224,0.0009627314277340961,0.0007083106224644159,0.0006209178618814302
nesC,,9.61983303668473e-05,0.0001990773912559833,0.0002511559400983731,0.0005424603697580066,0.0005744400920672363,0.00017162092368723107,0.0004307798040855003,0.0004654718024315,0.0003178656027434013,8.797654980709616e-06,0,0,9.233182455002173e-06,0,1.1585030816181971e-05,2.1776373714627765e-05,2.9180340777601204e-05,1.0104237403587283e-05,0,1.6811360507692636e-05,2.308295613750543e-05,9.668709929294728e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kotlin,,0,9.84292091901175e-06,9.05897146528515e-06,3.07482396850544e-05,3.336140453080974e-05,0.00020395826275770268,0.0001713954692443742,0.00023351993062443565,0.0003438073423601966,0.0007159430507171815,0.0018793777001660159,0.0020117561896497186,0.0022367263464778886,0.002046121206152463,0.003743456940695306,0.005846168520322926,0.006069660068588219,0.007114879711227323,0.006290706050646447,0.0070837166430938415,0.01296451539385721,0.010823856992292812,0.01099878898125199,0.015424549803507503,0.013660706278661108,0.01451772285096106,0.013719056815627344,0.015307831791353511,0.010982711957542354,0.01567431144282337,0.01610056562331039,0.016219963311713256,0.017953154889118875,0.0156411589781716,0.014435662231262945,0.011981022827847368,0.010866957411864015,0.010508182502636026,0.011270970082952685
Hy,,0,0,0,0,0,0,0,0,0,0,1.7159782487126678e-05,1.4546617641371347e-05,2.134084624033521e-05,1.2891613239059638e-05,1.228187477505006e-05,1.0104237403587283e-05,0,1.6114516548824546e-05,0,0,1.071397586759686e-05,0,0,0.00011170347277192539,3.367789355386664e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Web Ontology Language,,1.9424525353447965e-05,2.2386112178637343e-05,4.111379357321722e-05,6.890044643308225e-05,7.40396706297344e-05,0.00021599466857268057,0.00016483682912623562,0.00021389938914551448,0.0003329417045774346,0.0002375192320818384,0.00026625137407233356,0.000565237410038893,0.0004952966433002659,0.0008643323046857035,0.0007647736316733997,0.0006632384612054191,0.0009900762312961776,0.0008694042396914212,0.0008130333202360329,0.000764772868310625,0.0009085487921250648,0.0007976827333340485,0.00011824013692749403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roff,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012234961047652244,0.0013831019860152565,0.0012647222209822284,0.0013297918696046948,0.001116352066154554,0.0007658925406101719,0.0005782537349111816,0.0005546454834367444,0.000792969631784188,0.000350620606133092,0.0005843776178138657,0.0003926968286830706,0.00033742283658079415,0.0004568977388226709,0.0004919226234653585,0.0005812934347672741,0.0008118886596872886,0.0005124108201059484,0.0004447514928321205,0.0004973103722055765
Perl 6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114698141764165,0.000955861543648439,0.0010383129380965388,0.0011587285341973397,0.0010357837399902377,0.0007955698528383879,0.0007419674351313926,0.0005513758274729718,0.0005922702612476442,0.00046871233825708443,1.9076103374013923e-05,3.806510125316933e-05,2.2560323168354366e-05,2.0731107776325633e-05,1.393687917736177e-05,1.2456085764767081e-05,0,0
Modula-2,,0,0,0,0,0,0,9.93002641387026e-06,0,0,9.581604434436217e-06,0,0,0,0,0,0,0,2.5870331972977785e-05,2.0469791291750098e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Game Maker Language,,0,0,1.4982145115663902e-05,2.3954011086090543e-05,0.00010294916628769048,0.00023113732654851053,0.0003410451940145325,0.00011385002445781785,0.00015746611727315886,0.00012565202775271915,0.00013418520121514534,0.0002555983775664565,8.092100472355677e-05,4.198484852180233e-05,0.00029889273023561865,0.00046485528901009203,0.00029886684342454896,0.00014283816839412357,0.00021560727014908852,0.00021741127995864013,4.529485732642575e-05,2.4825066034675653e-05,0.00011555253789969367,0.00018784720403438473,0.0001951388180649666,0,0,0,0,0,0,0,0,0,0,0,0,0,8.754226280187292e-05
